nom_structure,nom_contact,email,telephone,type_prospect,pays,region,departement,ville,adresse,nb_aderents,facebook,facebook_followers,x,x_followers,instagram,instagram_followers,youtube,youtube_followers,tictok,tictok_followers,sit_web,accepte_contact,methode_contact,contacte,date_dernier_contact,commentaires
Artisan Sang,,ldevaux@example.org,0730866839,Artisan,France,Bretagne,56,Vannes,,,http://dupuy.com/,8568.0,https://www.allain.fr/,10850.0,,,,,http://www.lucas.fr/,64423.0,https://www.riou.com/,True,,False,2025-12-02,Haïr tant billet travailler plusieurs île.
Médiathèque Eh,Anouk Barbier-Sanchez,payetleon@example.net,,Médiathèque,France,Nouvelle-Aquitaine,24,Bergerac,"95, rue Louise Royer",,,,,,http://laurent.org/,26505.0,http://buisson.com/,413.0,,,https://bruneau.com/,False,,True,,
Boutique spécialisée Marché,,diazmartin@example.net,,Boutique spécialisée,France,Occitanie,11,Carcassonne,"21, chemin Andrée Dubois",,https://lejeune.net/,1724.0,,,,,,,,,http://pruvost.fr/,False,,True,,
Boutique spécialisée Public,,knoel@example.net,0643985840,Boutique spécialisée,France,Normandie,50,Avranches,"5, rue de Gallet",,https://merle.org/,5186.0,http://levy.com/,1805.0,http://www.teixeira.org/,14479.0,http://lemonnier.com/,3772.0,,,http://www.huet.com/,True,facebook,False,2024-11-04,
Éditeur Pénétrer,,nicolenavarro@example.org,0696644987,Éditeur,France,Bourgogne-Franche-Comté,70,Lure,rue de Masson,,https://www.michel.org/,6374.0,http://hoarau.fr/,11215.0,https://www.briand.com/,21312.0,http://lejeune.fr/,7396.0,http://www.gillet.fr/,44425.0,http://www.bouchet.com/,False,instagram,True,,
Ludothèque Difficile,Denise-Anastasie Martel,renee10@example.net,,Ludothèque,France,Bourgogne-Franche-Comté,70,Vesoul,"751, chemin de Lecomte",,https://www.merle.com/,1453.0,https://www.costa.fr/,13991.0,http://prevost.org/,21569.0,http://www.maurice.com/,26238.0,,,http://www.bouvier.com/,False,,True,,
Influenceur Prévenir,Sabine Bousquet-Lebreton,parentagathe@example.net,0734892869,Influenceur,France,Occitanie,34,Sète,,308.0,,,https://www.philippe.fr/,5335.0,http://alexandre.com/,5362.0,,,http://www.garcia.com/,41808.0,,True,email,True,,
Influenceur Avant,Matthieu Chevallier,alfred49@example.com,,Influenceur,France,Provence-Alpes-Côte d'Azur,13,Arles,rue de Hardy,,http://de.com/,2832.0,,,http://alves.org/,822.0,https://www.bigot.com/,35123.0,http://www.gay.org/,79628.0,http://rossi.org/,True,facebook,True,2025-04-25,Amener présent parole monde rapporter.
Médiathèque Voyage,,klaunay@example.org,0729653118,Médiathèque,France,Centre-Val de Loire,41,Blois,"7, boulevard Laroche",317.0,,,https://arnaud.fr/,12487.0,http://www.rodriguez.org/,9148.0,,,http://bertrand.fr/,8374.0,,True,telephone,False,,
Artisan Accuser,Édouard Legros,isaaccousin@example.org,0726269908,Artisan,France,Occitanie,66,Prades,"34, boulevard de Duhamel",,https://bigot.com/,907.0,https://andre.fr/,8612.0,http://www.brunet.fr/,29808.0,https://renaud.fr/,16406.0,,,https://pruvost.com/,True,,True,,
Médiathèque Court,Charles Normand,sjulien@example.org,0628814093,Médiathèque,France,Île-de-France,94,Vitry-sur-Seine,"649, avenue de Albert",279.0,http://jean.com/,7148.0,http://www.aubert.net/,6120.0,http://pinto.com/,28636.0,http://www.costa.fr/,47485.0,https://www.delaunay.fr/,51607.0,https://boyer.fr/,False,telephone,True,,
Influenceur Éclat,Françoise du Mathieu,carpentiertristan@example.net,,Influenceur,France,Occitanie,46,Gourdon,avenue Constance Marie,,,,,,http://www.hardy.fr/,5356.0,,,https://www.tanguy.fr/,64472.0,,False,facebook,False,,
Influenceur Pensée,Patricia Denis,valettelucas@example.net,0622116309,Influenceur,France,Île-de-France,92,Boulogne-Billancourt,"10, avenue Aubry",,http://petitjean.fr/,1075.0,http://thierry.fr/,8551.0,https://www.lecoq.com/,18810.0,http://www.cohen.fr/,42093.0,https://www.regnier.net/,30705.0,https://moreno.org/,False,email,False,,
Artisan Affirmer,,simongeorges@example.net,0737028298,Artisan,France,Auvergne-Rhône-Alpes,42,Montbrison,"5, rue de Lefèvre",458.0,,,,,https://www.thierry.com/,19856.0,,,,,http://boucher.com/,False,,False,,Quand expression saison alors un amuser chambre.
Artisan Un,,veronique18@example.net,0708183513,Artisan,France,Bourgogne-Franche-Comté,25,Besançon,"25, avenue de Lucas",42.0,https://www.lemonnier.net/,8386.0,,,http://www.poulain.net/,26346.0,,,,,,False,email,True,,
MJC Nul,Claude Leduc,pgoncalves@example.net,0620636938,MJC,France,Centre-Val de Loire,45,Gien,"55, avenue de Boyer",232.0,,,,,,,,,,,,True,email,True,,
Bar à jeux Couche,,pierre74@example.net,0635784024,Bar à jeux,France,Occitanie,09,Pamiers,"3, rue Virginie Potier",,http://www.berthelot.fr/,9954.0,,,http://www.cousin.com/,22991.0,http://bertrand.fr/,37963.0,,,,True,,False,,Remplir sommet ramener demande.
Boutique spécialisée Preuve,,alexandreclemence@example.org,0785135284,Boutique spécialisée,France,Occitanie,11,Narbonne,,424.0,https://colas.com/,118.0,https://www.giraud.org/,11604.0,https://morvan.fr/,23318.0,,,http://www.dupuy.net/,22138.0,,False,,True,,
MJC Jeunesse,Olivier Dupont,waubert@example.com,0788120375,MJC,France,Bretagne,22,Dinan,boulevard de Briand,485.0,,,http://www.lelievre.org/,5356.0,,,,,,,http://www.payet.fr/,True,facebook,True,,
CSCS Table,Bertrand Barbier,navarrolaetitia@example.net,,CSCS,France,Bretagne,56,Lorient,avenue Brun,252.0,,,,,,,https://www.morvan.net/,43992.0,https://www.perret.net/,25506.0,https://buisson.fr/,True,instagram,True,,
Asso JDR Ferme,,spires@example.org,0723907896,Asso JDR,France,Bourgogne-Franche-Comté,89,Sens,rue de Pires,414.0,https://dumas.net/,1950.0,https://www.renaud.org/,4768.0,,,http://www.neveu.org/,8284.0,https://www.rousset.net/,18331.0,,False,email,True,2025-09-04,
CSCS Vers,Aurélie Imbert,sylvie21@example.com,0682069775,CSCS,France,Occitanie,65,Tarbes,,,https://breton.com/,6252.0,http://loiseau.fr/,5626.0,https://www.moreau.com/,21365.0,,,,,http://www.hernandez.net/,True,instagram,False,,Discuter professeur lourd charger jardin.
MJC Recueillir,Alexandrie-Manon Besnard,xmichaud@example.com,0764894807,MJC,France,Nouvelle-Aquitaine,19,Tulle,"47, chemin de Vallée",,http://mallet.fr/,2130.0,,,,,https://rodriguez.com/,43823.0,,,http://mace.net/,True,facebook,True,,Connaissance fruit court faim envie beauté paysan.
MJC Patron,,morenoalexandrie@example.net,0718113769,MJC,France,Occitanie,65,Lourdes,"48, avenue Bonneau",296.0,,,https://bruneau.fr/,12379.0,,,,,,,http://gaillard.fr/,True,,True,2024-04-16,Erreur femme sombre faire marquer société.
CSCS Malheur,Claudine Foucher,genevieve19@example.com,0779229084,CSCS,France,Occitanie,11,Castelnaudary,,408.0,https://www.fontaine.net/,7810.0,,,https://courtois.com/,16169.0,,,,,,True,facebook,False,2024-09-03,
MJC Prévoir,,sgiraud@example.com,0729872407,MJC,France,Provence-Alpes-Côte d'Azur,83,Toulon,"5, rue Labbé",,,,http://www.vallee.fr/,3055.0,,,,,,,,False,facebook,False,2024-05-22,Quelque oublier ne personne frère beauté.
CSCS Sol,Jules Auger,celina30@example.org,0744694795,CSCS,France,Hauts-de-France,62,Arras,"96, rue Gilbert Laurent",,https://www.lombard.fr/,3850.0,,,http://tessier.net/,21303.0,,,http://www.morel.org/,78739.0,https://faure.com/,False,instagram,True,2025-10-16,Serrer chasse mari fois.
Artisan Sable,,xaubert@example.org,0697720223,Artisan,France,Bretagne,29,Morlaix,"81, boulevard Petitjean",,https://potier.com/,728.0,http://www.dupuy.com/,11997.0,https://www.collet.net/,24222.0,http://ramos.com/,23671.0,https://vallet.fr/,58113.0,http://www.faure.com/,True,email,True,,
Éditeur Beauté,Julie Le Gall,pottiertimothee@example.com,0689295632,Éditeur,France,Auvergne-Rhône-Alpes,42,Roanne,"932, boulevard Amélie Fernandes",,http://godard.fr/,9403.0,,,https://www.brunel.fr/,4964.0,,,https://www.pereira.com/,69657.0,http://www.cordier.fr/,True,telephone,True,,
Ludothèque Retourner,Constance-Alexandria Lopes,maurice71@example.net,0740076372,Ludothèque,France,Île-de-France,92,Nanterre,rue de Legendre,,,,,,,,,,http://petit.fr/,16669.0,https://www.martins.fr/,True,email,True,,Spectacle parvenir satisfaire maison mon fois retomber.
Artisan Marchand,Thibaut Boyer,pbernard@example.net,0671788104,Artisan,France,Bourgogne-Franche-Comté,90,Valdoie,,449.0,,,,,,,http://www.durand.fr/,26121.0,,,http://www.rolland.com/,True,instagram,False,,
Influenceur Politique,,ktraore@example.net,0603161806,Influenceur,France,Occitanie,81,Albi,"87, rue Perrot",,http://www.fouquet.fr/,5544.0,http://collin.com/,10449.0,http://marion.fr/,21596.0,,,,,https://www.barthelemy.fr/,False,,True,,Même surprendre beau toucher noire enfin consentir.
CSCS Désormais,Alexandria Roche,edithmarion@example.com,0711928663,CSCS,France,Nouvelle-Aquitaine,79,Niort,"15, boulevard de Collin",,http://brunel.fr/,8645.0,,,https://www.collin.fr/,26502.0,,,https://vallet.com/,65979.0,,True,telephone,True,,
MJC Marché,Sabine Rodrigues,juliettegonzalez@example.net,0710493253,MJC,France,Auvergne-Rhône-Alpes,63,Clermont-Ferrand,"7, boulevard de Boulay",,https://maury.net/,7071.0,,,https://foucher.com/,22891.0,,,,,https://blanchet.com/,False,,True,2024-09-29,
Asso JDR Toit,Alex Hebert-Joubert,lrichard@example.com,0743622406,Asso JDR,France,Occitanie,12,Villefranche-de-Rouergue,"4, chemin Julien",147.0,,,,,http://lucas.fr/,11351.0,,,,,https://godard.fr/,True,,False,,
MJC Chanter,William-David Brun,marianne22@example.net,0664723281,MJC,France,Occitanie,31,Muret,"9, boulevard de Legrand",173.0,http://evrard.fr/,5352.0,,,,,,,,,,False,instagram,False,2025-06-03,Marcher colère mériter beaux front après brusquement.
CSCS Port,Gérard Grondin,elisegonzalez@example.net,0764385937,CSCS,France,Provence-Alpes-Côte d'Azur,06,Nice,"42, boulevard Gérard Colin",,http://paul.fr/,9281.0,,,https://guilbert.fr/,8945.0,,,https://www.roussel.com/,48086.0,,True,,False,,
MJC Tout,Zoé Schmitt,danielchristiane@example.org,0651136349,MJC,France,Pays de la Loire,53,Château-Gontier,"413, chemin Élise Lesage",,http://guillot.net/,848.0,,,,,,,,,http://www.louis.fr/,False,telephone,False,2025-06-23,
MJC Mémoire,,emoulin@example.com,0620907488,MJC,France,Nouvelle-Aquitaine,24,Périgueux,rue de Brunet,,http://www.bailly.org/,479.0,https://www.lopes.com/,11215.0,https://www.ruiz.com/,9163.0,,,http://dubois.com/,73935.0,https://clerc.com/,True,telephone,False,2026-01-21,Assez sein humide lendemain mal difficile avec.
MJC Proposer,Christophe Blin du Hoareau,theodorediaz@example.org,0660390830,MJC,France,Occitanie,09,Saint-Girons,,,https://www.sanchez.fr/,388.0,,,http://alves.com/,24521.0,,,,,,False,,True,2025-07-03,
Bar à jeux Chose,,olivietessier@example.net,0605534134,Bar à jeux,France,Normandie,61,Argentan,boulevard Isabelle Gallet,,http://www.maillard.fr/,397.0,https://www.paul.com/,5204.0,https://www.pons.fr/,4596.0,,,https://teixeira.com/,11684.0,http://jourdan.fr/,False,,True,2025-12-09,
Influenceur Recueillir,,merciercharles@example.net,0767671288,Influenceur,France,Auvergne-Rhône-Alpes,43,Le Puy-en-Velay,"39, rue Auguste Le Gall",204.0,,,https://bousquet.com/,9748.0,,,,,,,https://teixeira.fr/,True,email,False,2025-03-31,
CSCS Dire,,efleury@example.net,0716352426,CSCS,France,Pays de la Loire,72,La Flèche,rue Pierre Diallo,28.0,http://www.poulain.net/,2648.0,,,https://www.sanchez.com/,13815.0,,,http://www.vallet.org/,8079.0,http://www.lefort.fr/,True,email,True,2025-02-16,
CSCS Distance,,agathelemoine@example.com,0736261605,CSCS,France,Nouvelle-Aquitaine,40,Mont-de-Marsan,"14, boulevard de Godard",,,,http://delattre.com/,12637.0,http://www.carlier.fr/,13769.0,,,,,http://www.barre.com/,True,,False,,
MJC Souffrir,,emoulin@example.com,,MJC,France,Bourgogne-Franche-Comté,90,Belfort,"62, boulevard Noël Foucher",154.0,,,,,https://www.millet.com/,19306.0,https://leleu.net/,2863.0,,,https://www.maillard.com/,True,email,False,,Matin vague livrer meilleur métier.
Influenceur Âgé,,alfredrenault@example.com,0667275967,Influenceur,France,Auvergne-Rhône-Alpes,43,Le Puy-en-Velay,"28, rue de Ruiz",467.0,http://le.com/,7268.0,,,https://pages.fr/,19862.0,,,http://leblanc.com/,79442.0,https://www.morel.net/,False,telephone,False,,
Ludothèque Contraire,,paul28@example.com,0704353149,Ludothèque,France,Occitanie,09,Pamiers,boulevard de Petitjean,422.0,http://fabre.org/,3616.0,,,https://www.benoit.fr/,17706.0,,,,,http://www.charrier.net/,False,,False,,
Influenceur User,Sébastien Hardy,marthe46@example.com,0754821465,Influenceur,France,Auvergne-Rhône-Alpes,01,Bourg-en-Bresse,,157.0,https://dumas.fr/,4405.0,,,https://buisson.fr/,12398.0,https://texier.fr/,39872.0,,,https://blot.fr/,False,instagram,False,,
Boutique spécialisée Impossible,,vlombard@example.net,0788255359,Boutique spécialisée,France,Île-de-France,93,Saint-Denis,"41, chemin Adrien Leconte",408.0,https://www.ollivier.fr/,5885.0,,,https://www.gregoire.org/,210.0,,,,,http://poirier.net/,True,,True,,Tracer espèce naturel ville ami demain vaincre.
Ludothèque Vêtement,Antoine du Aubry,philippine70@example.net,0690327877,Ludothèque,France,Provence-Alpes-Côte d'Azur,04,Manosque,rue de Simon,,,,,,https://mahe.com/,28510.0,,,,,http://www.de.org/,False,,True,,
Éditeur Commencement,Gilbert Morin-Ledoux,legendremartine@example.org,0786731070,Éditeur,France,Pays de la Loire,49,Saumur,"242, rue Mace",,,,http://www.adam.com/,4668.0,,,,,http://www.voisin.fr/,31974.0,http://laroche.net/,True,facebook,False,,
Boutique spécialisée Fidèle,,nicolastecher@example.net,0691931598,Boutique spécialisée,France,Bretagne,22,Lannion,"2, boulevard Renault",113.0,http://www.marin.fr/,4632.0,,,https://bruneau.fr/,29739.0,http://www.etienne.fr/,11186.0,http://julien.com/,37682.0,,False,facebook,False,2024-07-07,Cuisine sueur renoncer banc caractère certain.
Artisan Approcher,Denise-Pénélope Jacquet,theophile73@example.org,0790551628,Artisan,France,Auvergne-Rhône-Alpes,26,Romans-sur-Isère,rue Loiseau,365.0,http://pierre.fr/,2797.0,http://www.rolland.com/,2709.0,http://cousin.com/,20705.0,https://normand.fr/,12860.0,http://www.ollivier.org/,4740.0,http://gay.com/,True,facebook,True,,
Artisan Accrocher,,fauretheodore@example.net,0786112267,Artisan,France,Normandie,14,Bayeux,"6, avenue Philippine Gonzalez",,http://mary.net/,1024.0,http://hoareau.fr/,13914.0,http://www.joseph.fr/,24100.0,,,,,https://www.bruneau.fr/,True,,True,,Dent forêt changer lier.
Éditeur Durer,Lucas Bourdon,daniel38@example.net,0772214255,Éditeur,France,Nouvelle-Aquitaine,24,Bergerac,"1, rue de Fernandes",244.0,,,,,,,,,https://poulain.fr/,16875.0,https://rousset.com/,True,instagram,True,2025-08-13,
Médiathèque Choisir,,nathbonnet@example.net,0694994726,Médiathèque,France,Occitanie,11,Carcassonne,"24, boulevard de Gérard",72.0,https://denis.org/,5425.0,http://bouchet.org/,12250.0,https://schmitt.fr/,11478.0,,,https://www.joubert.org/,14470.0,https://www.mathieu.com/,False,telephone,True,,Soir rentrer sourd.
Médiathèque Contraire,Benjamin-Stéphane Verdier,kgomez@example.net,,Médiathèque,France,Île-de-France,75,Paris,"628, boulevard de Blondel",,,,https://www.becker.com/,11879.0,https://thierry.fr/,28753.0,http://foucher.org/,29051.0,,,http://renault.com/,False,instagram,True,,
Ludothèque Mariage,Bernadette Renaud,barregerard@example.com,0727588652,Ludothèque,France,Bourgogne-Franche-Comté,90,Valdoie,"92, boulevard Mary",396.0,,,https://www.briand.com/,1412.0,http://www.menard.com/,12287.0,,,http://www.aubry.com/,29501.0,http://www.riou.fr/,False,telephone,False,,
Éditeur Nourrir,Emmanuelle Laporte,rouxarthur@example.net,0619548815,Éditeur,France,Bourgogne-Franche-Comté,70,Héricourt,"94, chemin de Dubois",,https://www.sauvage.com/,8688.0,,,,,https://www.pruvost.com/,5977.0,https://www.simon.com/,73919.0,,False,instagram,False,,Chercher rejeter train silence contraire doigt.
Artisan Grâce,Marc Vasseur,eleonoreklein@example.com,0621453173,Artisan,France,Bretagne,35,Fougères,"249, avenue de Nicolas",196.0,,,https://chretien.com/,13382.0,,,http://charles.net/,20389.0,http://www.clement.fr/,28998.0,https://muller.com/,True,instagram,False,2025-02-06,
CSCS Rue,,ponsrichard@example.org,0766217582,CSCS,France,Centre-Val de Loire,28,Chartres,"59, boulevard Fontaine",,http://www.loiseau.com/,6135.0,,,http://brunel.fr/,2477.0,https://bouvet.com/,18879.0,http://www.fabre.com/,74522.0,http://fleury.org/,True,,False,2025-11-07,Doute ordre double lourd éternel être.
Boutique spécialisée Mettre,,nbaron@example.org,0603720461,Boutique spécialisée,France,Nouvelle-Aquitaine,87,Limoges,"51, rue de Millet",197.0,https://dufour.fr/,8156.0,http://www.collet.org/,6544.0,http://www.auger.fr/,23725.0,http://lopes.fr/,26743.0,,,http://ollivier.fr/,True,facebook,True,,
MJC Animer,Marianne Le Hamon,veroniquecourtois@example.net,0676349236,MJC,France,Grand Est,51,Épernay,"564, chemin Bernier",,http://caron.com/,2306.0,,,,,,,,,https://torres.org/,False,,True,,Exiger membre demi science parce que moyen.
Influenceur Nuage,Marcel Blanc,zoe62@example.org,0701648529,Influenceur,France,Pays de la Loire,49,Angers,chemin Paulette Bouvet,388.0,,,http://maillard.com/,3756.0,http://www.bouvier.fr/,17473.0,https://legrand.com/,33959.0,http://www.benoit.net/,8249.0,http://www.fernandes.net/,True,instagram,False,2024-07-04,Inspirer non ce figure.
MJC Seulement,,martinscharles@example.net,0646017167,MJC,France,Occitanie,82,Moissac,"1, avenue Brunel",,http://www.jacquet.fr/,1682.0,http://guichard.com/,4383.0,https://levy.net/,23347.0,http://www.boucher.fr/,32326.0,https://fontaine.com/,30672.0,,False,,False,,Parent en ramener sol propos retour.
Bar à jeux Mêler,Joséphine Carre,udelaunay@example.com,0734272700,Bar à jeux,France,Normandie,50,Saint-Lô,"3, avenue Victor Bertin",,https://leclerc.com/,2420.0,,,https://www.dias.org/,19385.0,http://www.lemaitre.net/,35060.0,,,http://www.francois.fr/,False,facebook,True,,Dormir agiter discussion danser masse que.
Éditeur Où,Susan Blondel,marinecoulon@example.org,0624836794,Éditeur,France,Nouvelle-Aquitaine,86,Poitiers,,,,,http://www.gautier.com/,13537.0,https://www.brunel.fr/,11655.0,,,,,https://ferreira.fr/,False,,True,,
Éditeur Groupe,Denis Gimenez,chevalliercharlotte@example.net,,Éditeur,France,Bretagne,29,Quimper,"719, rue Alice Picard",,http://www.bruneau.com/,1290.0,,,http://www.bonnet.com/,18791.0,https://berger.fr/,2385.0,https://gilles.net/,49107.0,http://www.hardy.net/,False,email,True,2024-12-05,Éternel cesse enfin élément certainement tandis que complet.
MJC Action,,bretonphilippe@example.net,0707255706,MJC,France,Pays de la Loire,49,Angers,"88, chemin de Pires",,https://www.guyot.com/,7537.0,,,http://nguyen.com/,26994.0,,,http://www.gauthier.net/,13363.0,http://hebert.com/,False,telephone,False,,
Ludothèque Fuir,,qdiallo@example.net,0606630270,Ludothèque,France,Auvergne-Rhône-Alpes,63,Riom,"4, rue de Tanguy",,https://www.seguin.fr/,4923.0,http://www.vincent.fr/,1975.0,http://lebon.org/,25889.0,,,,,,True,facebook,False,2025-03-14,
Éditeur Rapport,Alphonse-Martin Blondel,jeangautier@example.org,,Éditeur,France,Hauts-de-France,02,Laon,boulevard Traore,456.0,,,http://www.dias.org/,10298.0,http://www.pierre.org/,22813.0,,,http://www.prevost.com/,73293.0,https://lopez.com/,False,email,True,,
Bar à jeux Cours,Adèle Boutin-Andre,gcohen@example.net,0742710842,Bar à jeux,France,Grand Est,54,Toul,chemin de Delattre,463.0,,,,,http://www.de.fr/,25363.0,http://durand.com/,34790.0,,,https://www.fabre.com/,True,,True,,
